customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RiskScore,RiskSegment
TC-0003646,Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,130.98,9444.14,Yes,69.52,High Risk
TC-0003647,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.53,1552.68,Yes,73.78,High Risk
TC-0003648,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,71.47,266.32,No,26.67,Medium Risk
TC-0003649,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.85,244.02,Yes,67.41,High Risk
TC-0003650,Female,1,Yes,No,34,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,117.6,4233.99,Yes,71.78,High Risk
TC-0003651,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),128.85,1024.99,Yes,70.26,High Risk
TC-0003652,Male,1,Yes,No,25,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,51.17,1234.91,No,19.42,Low Risk
TC-0003653,Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),92.04,2664.8,No,17.96,Low Risk
TC-0003654,Male,1,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,124.53,1770.6,Yes,78.14,Critical Risk
TC-0003655,Male,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,80.3,2366.69,No,25.6,Medium Risk
TC-0003656,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.91,701.67,Yes,73.32,High Risk
TC-0003657,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.4,854.38,Yes,67.97,High Risk
TC-0003658,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.65,701.27,Yes,62.87,High Risk
TC-0003659,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,101.05,328.91,No,31.3,Medium Risk
TC-0003660,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),112.28,615.81,Yes,63.25,High Risk
TC-0003661,Male,1,No,Yes,21,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),65.72,1266.55,No,18.93,Low Risk
TC-0003662,Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,58.13,1261.34,No,21.91,Low Risk
TC-0003663,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,77.79,921.86,No,23.44,Low Risk
TC-0003664,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,115.68,3554.44,No,30.21,Medium Risk
TC-0003665,Female,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,257.41,No,28.84,Medium Risk
TC-0003666,Male,0,Yes,No,42,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,83.61,3324.85,No,27.02,Medium Risk
TC-0003667,Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),77.13,2034.8,No,17.13,Low Risk
TC-0003668,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.24,710.71,Yes,73.3,High Risk
TC-0003669,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,117.44,1077.21,No,27.21,Medium Risk
TC-0003670,Male,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.07,1068.21,Yes,71.72,High Risk
TC-0003671,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,132.07,6233.2,No,31.11,Medium Risk
TC-0003672,Male,1,No,No,3,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,109.96,323.16,Yes,76.32,Critical Risk
TC-0003673,Female,0,Yes,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,66.2,836.26,No,25.39,Medium Risk
TC-0003674,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),97.41,195.21,Yes,68.1,High Risk
TC-0003675,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),80.17,434.95,No,24.65,Low Risk
TC-0003676,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),103.63,2577.78,Yes,68.2,High Risk
TC-0003677,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.4,74.46,Yes,62.93,High Risk
TC-0003678,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,104.35,2180.9,Yes,71.7,High Risk
TC-0003679,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.76,4845.88,Yes,70.35,High Risk
TC-0003680,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,135.4,10102.45,No,28.9,Medium Risk
TC-0003681,Female,1,Yes,No,4,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),70.32,265.82,No,23.76,Low Risk
TC-0003682,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.66,894.64,Yes,62.63,High Risk
TC-0003683,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.77,1715.47,No,12.97,Low Risk
TC-0003684,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),90.22,98.55,No,22.14,Low Risk
TC-0003685,Female,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.8,805.76,Yes,73.67,High Risk
TC-0003686,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.4,5245.0,No,16.95,Low Risk
TC-0003687,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.03,156.56,No,25.14,Medium Risk
TC-0003688,Male,0,Yes,No,54,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),78.27,4387.07,Yes,60.63,High Risk
TC-0003689,Male,1,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.91,593.65,No,25.97,Medium Risk
TC-0003690,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,112.26,219.05,Yes,73.21,High Risk
TC-0003691,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.47,497.89,No,25.21,Medium Risk
TC-0003692,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.62,228.17,Yes,71.58,High Risk
TC-0003693,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,69.21,394.04,No,25.49,Medium Risk
TC-0003694,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,119.27,1802.72,Yes,71.9,High Risk
TC-0003695,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.99,1092.69,Yes,66.12,High Risk
TC-0003696,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.92,1288.38,Yes,68.81,High Risk
TC-0003697,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,125.7,133.21,Yes,71.93,High Risk
TC-0003698,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.98,1091.2,Yes,68.58,High Risk
TC-0003699,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.01,422.82,No,26.52,Medium Risk
TC-0003700,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.95,3446.03,No,25.83,Medium Risk
TC-0003701,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),71.42,2493.29,No,17.99,Low Risk
TC-0003702,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,116.73,811.42,Yes,70.45,High Risk
TC-0003703,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.57,76.27,Yes,68.63,High Risk
TC-0003704,Female,1,Yes,No,48,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),85.15,4069.96,Yes,58.18,High Risk
TC-0003705,Female,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41.79,1230.53,No,21.07,Low Risk
TC-0003706,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.85,75.15,Yes,72.43,High Risk
TC-0003707,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.17,702.23,No,27.21,Medium Risk
TC-0003708,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,112.53,102.22,Yes,76.97,Critical Risk
TC-0003709,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,113.75,121.56,Yes,74.54,High Risk
TC-0003710,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),93.47,1366.82,No,19.62,Low Risk
TC-0003711,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),99.25,213.68,Yes,67.07,High Risk
TC-0003712,Female,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.8,2130.26,No,21.96,Low Risk
TC-0003713,Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),74.92,3484.69,No,17.93,Low Risk
TC-0003714,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44.21,922.07,No,23.49,Low Risk
TC-0003715,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,108.69,117.66,Yes,68.82,High Risk
TC-0003716,Male,0,No,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,53.4,341.17,No,22.39,Low Risk
TC-0003717,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),91.11,759.5,No,21.74,Low Risk
TC-0003718,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),92.92,1328.48,Yes,69.26,High Risk
TC-0003719,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),111.47,342.04,No,25.51,Medium Risk
TC-0003720,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,84.75,1323.8,No,25.5,Medium Risk
TC-0003721,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),131.28,1394.52,Yes,71.16,High Risk
TC-0003722,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.41,2232.04,No,12.16,Low Risk
TC-0003723,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),100.99,5079.16,No,24.62,Low Risk
TC-0003724,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,110.14,1804.86,No,25.22,Medium Risk
TC-0003725,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.84,933.44,No,18.7,Low Risk
TC-0003726,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,100.5,209.14,Yes,65.34,High Risk
TC-0003727,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.42,157.65,No,25.08,Medium Risk
TC-0003728,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),112.6,5618.96,Yes,66.4,High Risk
TC-0003729,Male,0,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,473.58,No,18.9,Low Risk
TC-0003730,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.02,114.81,No,24.46,Low Risk
TC-0003731,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.49,553.64,No,24.75,Low Risk
TC-0003732,Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.78,1963.46,No,24.38,Low Risk
TC-0003733,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,92.49,673.77,Yes,72.35,High Risk
TC-0003734,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,124.43,523.89,Yes,78.13,Critical Risk
TC-0003735,Male,0,No,No,56,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,70.64,3760.62,No,17.07,Low Risk
TC-0003736,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,74.67,879.47,No,26.88,Medium Risk
TC-0003737,Female,0,No,Yes,10,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,90.75,962.61,No,28.25,Medium Risk
TC-0003738,Female,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.63,243.32,Yes,67.07,High Risk
TC-0003739,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.08,4760.3,No,17.25,Low Risk
TC-0003740,Female,1,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.53,1477.75,Yes,66.78,High Risk
TC-0003741,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.74,279.79,No,20.58,Low Risk
TC-0003742,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,69.78,72.64,No,26.03,Medium Risk
TC-0003743,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,85.59,942.5,No,28.72,Medium Risk
TC-0003744,Male,0,No,Yes,3,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),86.85,263.51,No,25.25,Medium Risk
TC-0003745,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),96.58,264.01,Yes,63.07,High Risk
TC-0003746,Male,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.74,597.81,No,31.24,Medium Risk
TC-0003747,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.02,63.0,No,18.78,Low Risk
TC-0003748,Male,0,Yes,No,63,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.88,4874.54,No,21.07,Low Risk
TC-0003749,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.78,64.96,Yes,67.46,High Risk
TC-0003750,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,115.86,1192.93,No,28.71,Medium Risk
TC-0003751,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.24,328.79,Yes,70.94,High Risk
TC-0003752,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.91,692.99,Yes,66.88,High Risk
TC-0003753,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.68,43.6,No,27.53,Medium Risk
TC-0003754,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.5,470.72,Yes,70.14,High Risk
TC-0003755,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.56,2863.12,No,20.32,Low Risk
TC-0003756,Male,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,115.65,6958.88,No,24.59,Low Risk
TC-0003757,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),106.34,2516.08,No,19.81,Low Risk
TC-0003758,Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,73.93,158.87,No,24.36,Low Risk
TC-0003759,Male,0,No,Yes,1,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,79.67,82.5,No,26.13,Medium Risk
TC-0003760,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),108.99,2645.92,No,20.08,Low Risk
TC-0003761,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,84.31,311.34,No,27.68,Medium Risk
TC-0003762,Female,1,Yes,No,11,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.02,845.55,Yes,73.1,High Risk
TC-0003763,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.12,3198.44,No,19.46,Low Risk
TC-0003764,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,135.38,4343.4,No,27.46,Medium Risk
TC-0003765,Male,0,No,No,37,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),46.19,1609.76,No,13.63,Low Risk
TC-0003766,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,38.17,1355.72,No,21.68,Low Risk
TC-0003767,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.96,607.97,No,22.67,Low Risk
TC-0003768,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.24,904.04,Yes,69.63,High Risk
TC-0003769,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.62,778.64,Yes,68.51,High Risk
TC-0003770,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,91.94,6222.53,No,18.9,Low Risk
TC-0003771,Female,0,No,Yes,6,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.13,596.91,Yes,73.96,High Risk
TC-0003772,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.86,1682.82,Yes,70.18,High Risk
TC-0003773,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.51,260.57,Yes,66.99,High Risk
TC-0003774,Female,1,No,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,100.49,182.68,Yes,69.96,High Risk
TC-0003775,Female,0,No,Yes,16,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,98.12,1428.49,No,28.51,Medium Risk
TC-0003776,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,121.31,892.01,Yes,76.05,Critical Risk
TC-0003777,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),130.57,2119.6,Yes,70.3,High Risk
TC-0003778,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.1,762.47,No,25.42,Medium Risk
TC-0003779,Female,0,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.84,1117.6,Yes,66.71,High Risk
TC-0003780,Female,1,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,78.84,146.31,No,26.46,Medium Risk
TC-0003781,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.68,975.62,Yes,68.6,High Risk
TC-0003782,Male,0,Yes,No,33,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),60.54,2162.46,No,15.85,Low Risk
TC-0003783,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),98.1,675.84,No,22.63,Low Risk
TC-0003784,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.68,931.08,No,26.58,Medium Risk
TC-0003785,Female,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,124.59,1755.46,No,30.26,Medium Risk
TC-0003786,Male,1,No,No,39,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,83.03,3171.56,No,21.52,Low Risk
TC-0003787,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.57,704.29,Yes,67.31,High Risk
TC-0003788,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,42.3,Yes,68.53,High Risk
TC-0003789,Male,0,No,No,40,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.1,2399.98,No,25.4,Medium Risk
TC-0003790,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,133.9,4714.85,No,33.26,Medium Risk
TC-0003791,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),71.49,1842.84,Yes,64.44,High Risk
TC-0003792,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,125.74,1509.88,No,35.47,Medium Risk
TC-0003793,Female,1,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,76.77,1989.77,Yes,67.47,High Risk
TC-0003794,Female,0,Yes,Yes,13,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,72.49,994.15,Yes,72.66,High Risk
TC-0003795,Male,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.26,778.38,Yes,59.31,High Risk
TC-0003796,Female,0,No,Yes,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),74.2,3208.3,No,15.09,Low Risk
TC-0003797,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,117.62,4912.09,Yes,63.72,High Risk
TC-0003798,Male,1,No,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.41,1071.71,Yes,75.24,Critical Risk
TC-0003799,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,132.64,5430.51,Yes,73.76,High Risk
TC-0003800,Female,1,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.77,166.96,Yes,68.39,High Risk
TC-0003801,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,62.39,135.93,No,22.57,Low Risk
